id,title,price,link_item,discount_percent,sold_quantity,rating,details
650,adidas Đánh gôn Quần Short Golf 10 Inch Ultimate365 Nam Be HR7951,1900000,https://www.lazada.vn/products/adidas-danh-gon-quan-short-golf-10-inch-ultimate365-nam-be-hr7951-i2663596789.html,0,7,4,Dáng regular fit Cạp quần chun có đỉa cài thắt lưng Vải dệt trơn làm từ 88 polyester tái chế 12 elastane Chất vải co giãn bốn chiều thoát ẩm Các túi trước và túi sau Dải băng silicon chống trượt in logo adidas bên trong cạp quần Hoàn thiện cú swing của bạn với chiếc quần short golf adidas mang lại cảm giác thoải mái mỗi ngày trên sân Quần có thiết kế siêu nhẹ và thoáng khí với kết cấu co giãn bốn chiều cho phạm vi chuyển động tối đa Dải băng chống trượt bên trong cạp quần giúp giữ áo cố định cho tới tận hố golf cuối cùng Làm từ một loạt chất liệu tái chế và có chứa tối thiểu 70 thành phần tái chế sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
651,adidas Chạy Quần Short Own the Run Nam Màu xanh da trời IL8434,630000,https://www.lazada.vn/products/adidas-chay-quan-short-own-the-run-nam-mau-xanh-da-troi-il8434-i2326087220.html,30,10,3.3,0Dáng regular fit và cạp cao vừa Cạp chun có dây rút Lớp ngoài Vải dệt trơn làm từ 100 polyester tái chế May kèm quần lót lưới Công nghệ AEROREADY thấm hút ẩm Các túi trước Túi sau chống thấm mồ hôi và có khóa kéo Trên từng bước chạy Trên từng cây số Bạn rèn luyện tốc độ sức mạnh và sự tự tin Hãy chinh phục buổi chạy sắp tới của bạn với thiết kế siêu nhẹ và thoáng khí của chiếc quần short chạy bộ adidas này Công nghệ AEROREADY thấm hút ẩm giúp bạn luôn khô ráo Túi chống thấm mồ hôi đựng chìa khóa nhà hoặc điện thoại
652,adidas Chạy Quần Dệt Kim Astro Own the Run Nam Đen HN0806,1190000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-quan-det-kim-astro-own-the-run-nam-den-hn0806-i2273629035.html,30,41,3.7,Dáng regular fit Cạp chun có dây rút Vải dệt interlock làm từ 89 polyester tái chế 11 elastane AEROREADY Túi đựng tiền xu và khóa kéo bên trong một túi bên hông Khóa kéo ở cổ chân Ống côn Bất kể bạn ra đường chạy bộ cùng hội nhóm hay chỉ một mình chẳng có gì sánh bằng cảm giác phấn khích và hứng khởi của runner Có một điều chắc chắn sự thoải mái và nâng đỡ là tối quan trọng để tận dụng tối đa buổi chạy hàng ngày của bạn Cảm giác hưng phấn khi chạy bộ sẽ càng mạnh mẽ hơn với chiếc Quần Dệt Kim Astro Own the Run Ống côn là kiểu dáng kinh điển dành cho ngày thi đấu và khóa kéo ở cổ chân giúp mặc vào cởi ra dễ dàng trước giờ xuất phát Cạp quần có dây rút cố định vị trí khi bạn sải bước cùng công nghệ AEROREADY đánh bay mồ hôi giúp bạn luôn cảm thấy khô ráo Các túi hai bên và túi đựng đồng xu bên trong cho bạn nhiều không gian để đựng các vật dụng cần thiết cùng các chi tiết phản quang nổi bật trong điều kiện thiếu sáng
654,adidas Phong cách sống Quần Short Archive Seasonal Adicolor Nam Be IM4411,1190000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-short-archive-seasonal-adicolor-nam-be-im4411-i2286795649.html,30,15,3.9,Dáng regular fit Cạp chun có dây rút Vải thun da cá làm từ 100 cotton Các túi khóa kéo hai bên Các túi sau Mượn cảm hứng từ kho di sản chiếc quần short adidas classic này là ví dụ mẫu mực của loại trang phục dễ chịu Quần làm từ chất liệu vải thun da cá mềm mại hoàn hảo cho những ngày laidback nhất Chỉ việc đựng đồ vào các túi quần hai bên vậy là xong Bất kể ra đường đi mua đồ ăn hay chill cùng bạn bè chiếc quần short tối giản này luôn là lựa chọn phù hợp Các sản phẩm cotton của chúng tôi hỗ trợ ngành trồng bông bền vững hơn
655,adidas Phong cách sống Quần Short Future Icons Nam Xám HA1426,855000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-short-future-icons-nam-xam-ha1426-i2154778862.html,5,32,3.9,Dáng regular fit Cạp chun có dây rút Vải thun da cá làm từ 70 cotton 30 polyester tái chế Các túi hai bên Thể thao không chỉ cố định ở một nơi Mà đồng hành cùng bạn Hòa làm một với bạn Trong từng khoảnh khắc ngay cả lúc bạn đang nghỉ ngơi Đó cũng chính là trạng thái mà chiếc quần short adidas này cực kỳ khuyến khích Bởi nghỉ ngơi chính là mấu chốt để thành công Đó là lúc để bạn phục hồi năng lượng Vậy nên hãy mặc chiếc quần sweat short này và nhấn nút reset Đã đến lúc thư giãn hết mức để có thể chơi hết mình
656,adidas Phong cách sống Áo Thun Cutline NY Nam Đen HZ0703,900000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-ao-thun-cutline-ny-nam-den-hz0703-i2288975858.html,25,132,3.8,Dáng regular fit Cổ tròn bo gân Vải single jersey làm từ 100 cotton Đôi khi không thể nào không để ý tới sự thoải mái Chiếc áo thun adidas tối giản này có đai áo chắc chắn và nổi bật với logo Ba Lá ở chính giữa phía trước Cổ tròn bo gân sọc điểm nhấn thiết kế hoàn hảo cho chất vải single jersey làm từ 100 cotton biến item thường ngày này trở thành món đồ casual lý tưởng Các sản phẩm cotton của chúng tôi hỗ trợ ngành trồng bông bền vững hơn
657,adidas Chạy Quần Short Break the Norm Nam Xám IK4985,910000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-quan-short-break-the-norm-nam-xam-ik4985-i2663577988.html,30,8,3.5,Dáng regular fit Cạp chun có dây rút Vải dobby làm từ 100 polyester tái chế Quần lót lưới bên trong Cạp cao vừa AEROREADY Túi khóa kéo phía sau Bất kể tốc độ ra sao hay những nơi bạn chạy qua chiếc quần short chạy bộ adidas này sẽ giúp giữ vững nhiệt huyết Công nghệ AEROREADY đánh bay hơi ẩm đảm bảo cảm giác khô ráo dưới cái nắng oi ả và địa hình dốc đứng Túi khóa kéo phía sau mang theo gel năng lượng điện thoại hoặc chìa khóa Sản phẩm này làm từ tối thiểu 70 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm thiểu lãng phí và hạn chế phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
658,adidas Hiking Quần Short Phủ Họa Tiết National Geographic Aeroready Nam Xám IS9517,1050000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-hiking-quan-short-phu-hoa-tiet-national-geographic-aeroready-nam-xam-is9517-i2732275575.html,30,26,3.6,Dáng loose fit Cạp chun có dây rút Vải dệt trơn làm từ 97 nylon tái chế 3 elastane AEROREADY Bề mặt chống bám nước không chứa PFC Các túi khóa kéo hai bên Túi sau Các đường xẻ gấu chéo hai bên Chạy bộ đi dạo hoặc hiking Nằm trong bộ sưu tập hợp tác giữa chúng tôi và National Geographic chiếc quần short chuyên dụng này sẽ cùng bạn chinh chiến trong những ngày năng vận động và công nghệ adidas AEROREADY kiểm soát mồ hôi sẽ giúp bạn luôn cảm thấy khô ráo và thoải mái Kiểu dáng suông rộng và chất vải co giãn vừa đủ mang lại cảm giác không chút gò bó Sản phẩm này làm từ tối thiểu 70 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm lãng phí và giảm phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
659,adidas Phong cách sống Quần Sweat Short 3 Sọc Nam Màu xanh da trời HK7313,1425000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-sweat-short-3-soc-nam-mau-xanh-da-troi-hk7313-i2289076633.html,5,14,4.1,Dáng regular fit không quá rộng hay quá bó độ ôm vừa vặn hoàn hảo Vải thun da cá làm từ 100 cotton Cảm giác mềm mại Không cần lo lắng về độ thoải mái khi diện chiếc quần short adidas này Bởi đó chính là trọng tâm Chất liệu vải thun da cá mềm mại siêu dày dặn mang lại cảm giác dễ chịu và thư giãn tuyệt đối Dù chỉ có mình bạn cảm nhận được chất liệu thoải mái ấy nhưng mọi người đều sẽ thấy được tâm thế của bạn Bởi 3 Sọc thể hiện rất rõ ràng Các sản phẩm cotton của chúng tôi hỗ trợ ngành trồng bông bền vững hơn
660,adidas Phong cách sống Quần Short Sprinter Classics Adicolor Nam Đen HS2069,1500000,https://www.lazada.vn/products/adidas-phong-cach-song-quan-short-sprinter-classics-adicolor-nam-den-hs2069-i2269367751.html,0,5,4.1,Dáng regular fit Cạp chun có dây rút 100 nylon tái chế Các túi khóa kéo hai bên Túi sau Cho cả thế giới thấy niềm đam mê trong bạn khi diện phong cách 3 Sọc F5 tủ đồ casual của bạn với chiếc quần short chạy bộ adidas classic này Đây là phiên bản đương đại của một thiết kế cổ điển Quần có thiết kế nhẹ nhàng và thoải mái với ba túi giúp bạn đựng các vật dụng thiết yếu Làm từ 100 chất liệu tái chế sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
661,adidas Phong cách sống Quần Nỉ Lounge Nam Đen IA9367,1350000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-ni-lounge-nam-den-ia9367-i2662713213.html,25,40,3.6,Dáng regular fit Cạp chun có dây rút 82 cotton 18 polyester tái chế Các túi trước Gấu quần co giãn Kết nạp chiếc quần dễ chịu này vào tủ đồ của bạn Sử dụng vải nỉ làm từ cotton và polyester cho cảm giác mềm mại chiếc quần sweat pant adidas này sẽ mang lại sự thoải mái suốt cả ngày bất kể bạn đang chơi game tập luyện hay đi mua đồ tạp hóa Các sản phẩm cotton của chúng tôi hỗ trợ ngành trồng bông bền vững hơn
662,adidas Chạy Quần Short XCity Nam màu xanh lá HL3940,1520000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-quan-short-x-city-nam-mau-xanh-la-hl3940-i2326053621.html,5,75,5,Dáng regular fit Phần eo có dây rút tùy chỉnh Chất liệu chính Vải dệt dobby làm từ 87 polyester tái chế 13 elastane Quần lót bên trong Vải single jersey làm từ 100 polyester tái chế Ba túi cùng một túi có khóa kéo chống thấm nước Mặt trước phẳng Có thể gấp gọn Phản quang 360 độ Hết mình trên từng cây số Chiếc quần short chạy bộ adidas này được thiết kế giúp bạn luôn khô ráo dù mưa phùn ập đến Cất điện thoại vào túi khóa kéo chống thấm nước phía sau Thêm ba túi lưới để đựng các vật dụng nhỏ cần thiết Siêu nhẹ và dễ gấp gọn bạn có thể dễ dàng bỏ chiếc quần short này túi đồ gym hoặc túi đi cuối tuần
663,adidas Tập luyện Quần Short Tập Luyện Nam Màu xanh da trời HK9550,807500,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-quan-short-tap-luyen-nam-mau-xanh-da-troi-hk9550-i2108335289.html,5,344,4.6,Dáng regular fit Cạp chun có dây rút Vải dệt trơn làm từ 100 polyester tái chế Công nghệ AEROREADY thấm hút ẩm Các túi khóa kéo phía trước Ban chỉ cần những món đồ thiết yếu Bạn sẽ chuyên tâm vào lịch trình thường ngày mà không hề xao lãng bởi quần áo khi mặc chiếc quần short adidas này Đẩy lùi giới hạn và luôn khô ráo khi tập luyện nhờ công nghệ AEROREADY thấm hút ẩm Đựng các vật dụng thiết yếu vào các túi quần rồi kéo khóa lại để không còn lo lắng trong khi tập luyện Làm từ 100 chất liệu tái chế sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
664,adidas Đánh gôn Quần Short GoTo Nam Màu xanh da trời HA9132,1530000,adidas Đánh gôn Quần Short Go-To Nam Màu xanh da trời HA9132 | Lazada.vn,15,5,3.4,Dáng regular fit Đỉa cài thắt lưng và khóa kéo Mặt trước Vải twill làm từ 95 nylon tái chế 5 elastane với lớp phủ chống bám nước bền bỉ DWR Mặt sau Vải tricot làm từ 53 polyester 47 polyester tái chế Các túi trước Một túi viền phía sau và một túi khóa kéo phía sau Kết hợp hai loại vải hiệu năng Trên sân golf hay khi di chuyển chiếc quần short golf adidas này sẽ luôn đồng hành cùng bạn Quần kết hợp hai loại vải cho cảm giác thoải mái và linh hoạt suốt ngày dài năng động Bề mặt chống bám nước giúp bạn luôn khô ráo suốt những vòng golf buổi sáng đẫm sương Sản phẩm này có sử dụng thành phần tái chế từ rác thải sản xuất chẳng hạn như vật liệu cắt bỏ cũng như rác thải sinh hoạt sau tiêu dùng nhằm giảm thiểu tác động môi trường do sử dụng thành phần nguyên sinh trong sản xuất
665,adidas Phong cách sống Quần Short Túi Hộp Hyperreal Nam Màu tím HK5155,1120000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-short-tui-hop-hyperreal-nam-mau-tim-hk5155-i2286021624.html,30,12,3.3,Dáng regular fit Cạp chun có dây rút Vải ripstop làm từ 100 polyester tái chế Các túi hai bên Các túi hộp Đồng hồ tua lại dây cót để trở về trước thềm thiên niên kỷ mới với chiếc quần short này Đón chào khởi đầu của kỷ nguyên kỹ thuật số logo adidas mang hiệu ứng nhiễu ảnh chính là điều những ai ở thời kỳ đó không thể nào quên May mắn là điều này đã lùi vào quá khứ nhưng chi tiết túi hộp sẽ lưu lại nguồn cảm hứng này Làm từ một nhóm chất liệu tái chế và có chứa tối thiểu 60 thành phần tái chế sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới chấm dứt rác thải nhựa
666,adidas Chạy Quần Short Own the Run Nam Xám IL8438,675000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-quan-short-own-the-run-nam-xam-il8438-i2662314083.html,25,128,3.9,Dáng regular fit và cạp cao vừa Cạp chun có dây rút Lớp ngoài Vải dệt trơn làm từ 100 polyester tái chế May kèm quần lót lưới Công nghệ AEROREADY thấm hút ẩm Các túi trước Túi sau chống thấm mồ hôi và có khóa kéo Trên từng bước chạy Trên từng cây số Bạn rèn luyện tốc độ sức mạnh và sự tự tin Hãy chinh phục buổi chạy sắp tới của bạn với thiết kế siêu nhẹ và thoáng khí của chiếc quần short chạy bộ adidas này Công nghệ AEROREADY thấm hút ẩm giúp bạn luôn khô ráo Túi chống thấm mồ hôi đựng chìa khóa nhà hoặc điện thoại
667,adidas Tập luyện Quần Short Tập Luyện 2 Trong 1 HIIT HEATRDY Nam trắng IS3698,1260000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-quan-short-tap-luyen-2-trong-1-hiit-heatrdy-nam-trang-is3698-i2487960816.html,30,14,3.4,Dáng regular fit Cạp chun có dây rút Vải ripstop làm từ 91 polyester tái chế 9 elastane HEATRDY Quần short bên trong có túi đựng điện thoại bên hông Các mảng phối lưới Nhắm thẳng mục tiêu và gạt bỏ mọi sao lãng với chiếc quần short tập luyện adidas này Chiếc quần short HEATRDY giúp bạn luôn thoáng mát từ đầu đến cuối buổi tập nhờ các mảng phối lưới được bố trí hợp lý Quần có thiết kế 2 trong 1 giúp bạn tự do vận động mà vẫn hoàn toàn kín đáo Sản phẩm này làm từ tối thiểu 70 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm lãng phí và giảm phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
668,adidas Bơi lội Dép Xỏ Ngón Adicane Unisex Be HQ9919,665000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-boi-loi-dep-xo-ngon-adicane-unisex-be-hq9919-i2152535399.html,30,22,3.4,Dáng regular fit Kiểu dáng xỏ ngón classic Thân dép bằng chất liệu tổng hợp Lớp lót bằng chất liệu tổng hợp Lòng dép đúc Đế giữa bằng chất liệu EVA sinh học chứa 17 hàm lượng thực vật có nguồn gốc từ mía Đế ngoài bằng chất liệu tổng hợp Khi thư giãn bên hồ bơi hay dạo bước trên bờ biển đôi dép xỏ ngón adidas này sẽ mang đến phong cách cho bạn Thiết kế xỏ ngón classic dễ mang cùng lòng dép đúc giúp đôi chân bạn luôn thoải mái vào những ngày nóng nực nhất Thân dép có chứa tối thiểu 50 chất liệu tự nhiên và có thể tái tạo nhằm chấm dứt sử dụng tài nguyên hữu hạn và góp phần loại bỏ rác thải nhựa
669,adidas Tập luyện Áo Polo 3 Sọc Designed to Move Nam Đỏ HZ3075,787500,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-ao-polo-3-soc-designed-to-move-nam-do-hz3075-i2662140880.html,25,75,3.9,Dáng regular fit Cổ polo có khuy cài Vải dệt kim đôi làm từ 100 polyester tái chế Cảm giác mềm mại Áo polo ngắn tay Công nghệ AEROREADY thấm hút ẩm Luôn sẵn sàng vận động Chiếc áo polo adidas này giúp bạn luôn cảm thấy khô thoáng bất kể ở phòng gym khi chạy việc vặt hay trong văn phòng Áo làm từ chất liệu tái chế giúp bạn thể hiện tình yêu dành cho Trái Đất suốt ngày dài
670,adidas Phong cách sống Quần Short Firebird Adicolor Nam Màu xanh da trời IM9419,910000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-quan-short-firebird-adicolor-nam-mau-xanh-da-troi-im9419-i2488009561.html,30,9,3.5,Dáng regular fit Cạp chun có dây rút Vải dệt tricot làm từ 100 polyester tái chế Các túi hai bên Chiếc quần short này là phiên bản hiện đại của một thiết kế adidas nguyên bản Khoác lên mình phong cách hiện đại nhưng vẫn lấy cảm hứng từ kho di sản biểu tượng mẫu quần này là sự pha trộn mới mẻ cũng như một item classic chủ đạo Với kiểu dáng thoải mái dễ chịu và chất vải tricot siêu nhẹ chiếc quần này giúp bạn thoải mái cử động đồng thời tôn vinh thương hiệu đã đặt nền tảng khởi đầu cho tất cả Các túi hai bên mang đến sự tiện lợi cùng cạp chun có dây rút cho độ ôm tùy chỉnh Sản phẩm này làm từ tối thiểu 70 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm lãng phí và giảm phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
671,adidas Phong cách sống Giày NMD_R1 x Indigo Herz Nam Màu xanh da trời IE1843,2730000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-nmd_r1-x-indigo-herz-nam-mau-xanh-da-troi-ie1843-i2663636238.html,30,5,3.4,Có dây giày Thân giày bằng da lộn Lớp lót bằng vải dệt Đế giữa BOOST Đế ngoài bằng cao su Chào mừng đến kỷ nguyên mới của cá tính Lấy cảm hứng từ NFT thuộc sở hữu của adidas Originals bộ sưu tập Indigo Herz khích lệ tinh thần biểu đạt bản thân không chút giới hạn Bất kể bạn đang ở trong thế giới nào Một trong những dòng giày được yêu thích nhất của chúng tôi nay có phiên bản mới đậm chất tương lai là mẫu Giày NMD_R1 x Indigo Herz Indigo Herz xuất hiện trên lưỡi gà và khơi nguồn cảm hứng cho sắc màu táo bạo cùng chất liệu da lộn mềm mại cho thiết kế thêm phần cao cấp Các miếng bịt đế giữa NMD khoe trọn chất adidas đích thực
672,adidas Phong cách sống Giày Superstar Nam Màu xanh da trời GZ9411,2380000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-phong-cach-song-giay-superstar-nam-mau-xanh-da-troi-gz9411-i2141399200.html,30,71,4.6,Dáng regular fit Có dây giày Thân giày bằng da Lớp lót bằng vải dệt Đế ngoài bằng cao su Giày adidas Superstar đã trở thành biểu tượng trong suốt hơn 50 năm qua từ sân bóng rổ đến văn hóa thường ngày Phiên bản này có màu sắc tươi mới trên thân giày bằng da mượt mà nhưng vẫn giữ nguyên thiết kế mũi vỏ sò đặc trưng Phối cùng chiếc quần nỉ yêu thích hoặc chiếc quần bó ôm sát để tạo nên phong cách biểu tượng với bản sắc của riêng bạn
673,adidas Tập luyện Áo Thun Tập HIIT HEATRDY Designed 4 Training Nam Đen IB9093,840000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-ao-thun-tap-hiit-heatrdy-designed-4-training-nam-den-ib9093-i2663647414.html,30,15,3.3,Dáng slim fit Cổ tròn Vải dệt kim đôi làm từ 100 polyester tái chế Mặt sau bằng vải lưới thoáng khí HEATRDY Vạt bầu Cấu trúc giúp bạn tự do vận động Vải chống bám Ánh đèn chớp nháy Âm nhạc sôi động Bạn đã sẵn sàng nỗ lực hết mình trong buổi tập cường độ cao sắp tới với chiếc Áo Thun Tập HIIT HEATRDY Designed 4 Training Sử dụng chất liệu tân tiến công nghệ adidas HEATRDY tăng cường lưu thông khí tối đa giúp bạn luôn cảm thấy mát mẻ khi nhiệt độ tăng cao Vạt bầu giúp che chắn kín đáo khi bạn tập luyện cùng chất vải chống bám và dáng ôm cho phạm vi chuyển động tối đa Lưng áo phối lưới giúp lưu thông khí cùng logo 3 Bar phản quang đổi màu đảm bảo diện mạo năng động hệt như cảm giác trong bạn Làm từ 100 chất liệu tái chế sản phẩm này đại diện cho một trong số rất nhiều các giải pháp của chúng tôi hướng tới Chấm Dứt Rác Thải Nhựa
674,adidas Hiking Quần Short Terrex Xperior Mid Nam Đen IP4831,1050000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-hiking-quan-short-terrex-xperior-mid-nam-den-ip4831-i2622899394.html,30,21,3.7,Dáng regular fit Cạp chun khóa kéo và khuy cài Vải dệt đôi làm từ 94 polyester tái chế 6 elastane Các túi khóa kéo hai bên Kèm thắt lưng có khóa cài Các chi tiết bằng dây đai dệt Hãy ra ngoài kia và khám phá Chiếc quần short trekking siêu nhẹ adidas này giúp bạn vận động linh hoạt và thoải mái tuyệt đối trên đường địa hình Chất vải siêu co giãn cho phép bạn uốn người và chuyển động cùng kiểu dáng regular fit không quá rộng cũng không quá bó cho cảm giác thoải mái suốt ngày dài Thắt lưng bằng dây đai dệt may kèm và các túi quần an toàn tạo nên thiết kế công năng tuyệt đối Sản phẩm này làm từ tối thiểu 70 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm thiểu lãng phí và hạn chế phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
675,adidas Tập luyện Quần Short Tập HIIT Phủ Họa Tiết HEATRDY Designed for Training Nam Xám IC2039,1050000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-tap-luyen-quan-short-tap-hiit-phu-hoa-tiet-heatrdy-designed-for-training-nam-xam-ic2039-i2326073771.html,30,24,3.6,Dáng regular fit Cạp chun có dây rút Vải single jersey làm từ 93 polyester tái chế 7 elastane Cảm giác mát mẻ khô ráo HEATRDY Cạp cao vừa Các túi khóa kéo phía trước Sợi dệt có chứa 50 chất liệu Parley Ocean Plastic Nếu bạn có cảm giác như cơ bắp đang thiêu đốt và nhịp tim dồn dập vậy là bạn đang làm đúng Chinh phục mọi bài tập từ hít đất tới jump squat với chiếc quần short tập luyện adidas này Các mảng màu nổi bật mang đến cho bạn phong cách ngập tràn năng lượng hệt như buổi tập của bạn Công nghệ HEATRDY giúp bạn luôn mát mẻ khô ráo và sống trọn từng khoảnh khắc Sản phẩm này làm từ sợi dệt có chứa 50 chất liệu Parley Ocean Plastic rác thải nhựa tái chế thu gom từ các vùng đảo xa bãi biển khu dân cư ven biển và đường bờ biển nhằm ngăn chặn ô nhiễm đại dương Sản phẩm này có chứa tổng cộng tối thiểu 70 thành phần tái chế
676,adidas Bóng rổ Quần Short adidas Select Nam Màu tím IU2445,770000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-bong-ro-quan-short-adidas-select-nam-mau-tim-iu2445-i2479537557.html,30,10,4.2,Dáng loose fit Cạp chun có dây rút Vải dobby làm từ 100 polyester tái chế Các túi chìm có khóa kéo hai bên Vươn lên tầm cao mới về phong độ thể thao với chiếc quần short bóng rổ adidas này Thoải mái không kém gì lối chơi tốc độ của bạn chất vải single jersey làm từ polyester chuyển động cùng bạn khả năng vận động không giới hạn Cạp chun có dây rút cho phép bạn thoải mái phô diễn kỹ năng mà không gây cảm giác nặng nề Tập trung vào các yếu tố cơ bản chiếc quần short này giúp bạn dồn toàn lực cho cú ghi điểm phút chót Sản phẩm này làm từ tối thiểu 70 chất liệu tái chế Bằng cách tái sử dụng các chất liệu đã được tạo ra chúng tôi góp phần giảm lãng phí và giảm phụ thuộc vào các nguồn tài nguyên hữu hạn cũng như giảm phát thải từ các sản phẩm mà chúng tôi sản xuất
677,adidas Chạy Giày Chạy Bộ Switch FWD Nam trắng ID1781,2660000,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-chay-giay-chay-bo-switch-fwd-nam-trang-id1781-i2663604694.html,30,17,3.3,Dáng regular fit Có dây giày Thân giày bằng vải lưới kỹ thuật với các khung thoáng khí Cảm giác êm ái cố định Đế giày đúc 3D có lớp lót chống trượt Đế giữa bằng chất liệu EVA mềm mại có tấm cố định bằng chất liệu TPU Trọng lượng 330 gram size UK 85 Đế ngoài Continental Rubber CÔNG NGHỆ TÂN TIẾN Nâng tầm buổi chạy của bạn với công nghệ switch fwd hoàn toàn mới biến trọng lực thành chuyển động về phía trước Kết cấu đế giữa bằng chất liệu EVA được gia công đặc biệt với các lỗ rỗng được thiết kế có chủ đích nhằm nén chặt và giãn nở dưới áp lực giúp bạn tiến về phía trước trên từng sải bước Cảm giác thoải mái tăng cường đến từ thân giày bằng vải lưới thoáng khí cùng gót giày nâng đỡ mang lại sự ổn định ở mọi tốc độ Đế ngoài chuyên dụng siêu nhẹ cho độ bám tối ưu trong mọi điều kiện thời tiết Trải nghiệm buổi chạy mượt mà nhất với công nghệ switch fwd mới
678,adidas Phong cách sống Áo Tank Top Ba Lá Classics Adicolor Nam trái cam IM9430,680000,[20H 9.10 - 12.10 - GIẢM ĐẾN 40%]adidas Phong cách sống Áo Tank Top Ba Lá Classics Adicolor Nam trái cam IM9430 | Lazada.vn,15,20,3.6,Dáng regular fit Cổ tròn bo gân Vải single jersey làm từ 100 cotton Bất kể hôm nay là một ngày thư giãn hay bận rộn chiếc áo tank top adidas này sẽ mang đến cho bạn cảm giác thoải mái suốt ngày dài nhờ chất vải cotton mềm mại và kiểu dáng classic Logo Ba Lá đặc trưng nổi bật đầy tự hào ở mặt trước Diện bên trong áo khoác cùng chiếc quần short ưa thích hoặc kết hợp với quần track pant chiếc áo này luôn mang đến phong cách đơn giản mà cực chất cho outfit hàng ngày của bạn Các sản phẩm cotton của chúng tôi hỗ trợ ngành trồng bông bền vững hơn
679,adidas Gym Training Áo Polo 3 Sọc Designed to Move Nam màu xanh lá IB8239,787500,https://www.lazada.vn/products/chi-11-1211-mua-3-giam-50-adidas-gym-training-ao-polo-3-soc-designed-to-move-nam-mau-xanh-la-ib8239-i2662264215.html,25,93,4.7,Dáng regular fit Cổ polo có khuy cài Vải dệt kim đôi làm từ 100 polyester tái chế Cảm giác mềm mại Áo polo ngắn tay Công nghệ AEROREADY thấm hút ẩm Luôn sẵn sàng vận động Chiếc áo polo adidas này giúp bạn luôn cảm thấy khô thoáng bất kể ở phòng gym khi chạy việc vặt hay trong văn phòng Áo làm từ chất liệu tái chế giúp bạn thể hiện tình yêu dành cho Trái Đất suốt ngày dài
